EventId,Event,Date,EventType,Class,Season,AthleteId,Ranking,TimeBehindSeconds,CourseTimeSeconds,MissesProne,MissesStanding,MissesShooting1,MissesShooting2,MissesShooting3,MissesShooting4,RangeTimeProne,RangeTimeStanding
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,677695,36,129.200,1515.031,1,2,1,2,NULL,NULL,49.502,51.056
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1472061,37,129.400,1579.026,0,0,0,0,NULL,NULL,57.483,53.657
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5582240,38,129.700,1545.436,1,1,1,1,NULL,NULL,53.718,44.992
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,674464,39,130.000,1498.888,1,3,1,3,NULL,NULL,48.770,46.058
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3495352,40,130.600,1501.086,1,2,1,2,NULL,NULL,62.431,55.179
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,528984,41,131.000,1560.610,0,1,0,1,NULL,NULL,57.807,51.462
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2124165,42,153.100,1573.042,0,1,0,1,NULL,NULL,62.871,54.686
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1428544,43,153.700,1537.785,1,2,1,2,NULL,NULL,56.116,49.862
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4706502,44,154.500,1491.564,2,3,2,3,NULL,NULL,54.120,49.753
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4085441,45,156.800,1592.760,1,0,1,0,NULL,NULL,52.555,45.833
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,670361,46,157.000,1621.292,0,0,0,0,NULL,NULL,52.364,45.474
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3033293,47,158.200,1541.366,3,0,3,0,NULL,NULL,56.772,49.781
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,6565763,48,162.500,1585.550,1,1,1,1,NULL,NULL,47.272,44.496
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5553098,49,163.300,1544.955,0,3,0,3,NULL,NULL,53.919,50.150
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2118762,50,164.600,1619.965,0,0,0,0,NULL,NULL,53.553,53.378
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2224890,51,166.300,1538.695,1,2,1,2,NULL,NULL,60.710,53.010
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,6197031,52,171.800,1581.127,0,2,0,2,NULL,NULL,49.930,46.868
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,6239573,53,172.300,1547.212,1,2,1,2,NULL,NULL,57.341,51.935
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2829078,54,172.900,1491.931,3,2,3,2,NULL,NULL,68.746,48.653
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4733156,55,173.900,1562.523,1,2,1,2,NULL,NULL,52.306,46.037
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,882172,56,174.600,1529.067,3,1,3,1,NULL,NULL,60.620,49.107
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5811963,57,178.200,1609.546,0,1,0,1,NULL,NULL,54.030,50.500
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,933263,58,178.800,1583.663,0,2,0,2,NULL,NULL,54.801,48.052
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4105154,59,182.800,1536.010,3,1,3,1,NULL,NULL,52.557,56.968
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3737290,60,186.700,1600.608,1,0,1,0,NULL,NULL,69.134,54.474
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,618149,61,193.000,1540.544,1,3,1,3,NULL,NULL,55.151,59.119
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4112564,62,195.300,1644.086,0,0,0,0,NULL,NULL,56.184,56.088
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4703037,63,195.700,1556.052,2,1,2,1,NULL,NULL,64.401,57.776
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4082624,64,196.400,1549.530,1,2,1,2,NULL,NULL,69.965,62.252
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2123122,65,201.900,1537.589,1,3,1,3,NULL,NULL,63.620,55.954
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5563876,65,201.900,1590.626,2,0,2,0,NULL,NULL,70.874,51.839
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3745581,67,204.100,1602.766,1,1,1,1,NULL,NULL,58.156,52.839
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5865444,68,205.800,1592.236,1,1,1,1,NULL,NULL,68.171,52.845
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4111196,69,209.500,1644.075,0,1,0,1,NULL,NULL,52.280,46.221
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2972299,70,211.400,1618.975,0,2,0,2,NULL,NULL,52.995,50.274
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5996583,71,214.200,1669.452,0,0,0,0,NULL,NULL,54.499,51.745
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2126724,72,214.700,1575.122,1,3,1,3,NULL,NULL,51.155,45.025
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,702961,73,216.100,1595.208,0,2,0,2,NULL,NULL,64.743,67.869
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4473183,74,217.000,1678.418,0,0,0,0,NULL,NULL,53.089,45.343
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5752954,75,219.600,1632.384,1,0,1,0,NULL,NULL,62.147,59.740
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4319626,76,221.000,1571.426,4,0,4,0,NULL,NULL,59.120,42.960
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,382023,77,224.000,1635.426,0,2,0,2,NULL,NULL,49.174,49.893
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,337134,78,230.300,1644.032,1,1,1,1,NULL,NULL,47.178,48.369
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5823384,79,230.800,1651.020,0,1,0,1,NULL,NULL,57.182,56.227
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,426695,80,234.800,1622.518,2,1,2,1,NULL,NULL,51.308,44.086
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5874910,81,234.900,1606.277,0,3,0,3,NULL,NULL,58.603,50.901
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2583084,82,235.600,1616.828,2,1,2,1,NULL,NULL,53.083,50.185
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4726763,83,236.000,1608.010,1,2,1,2,NULL,NULL,54.590,50.464
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,431693,84,238.500,1633.454,2,0,2,0,NULL,NULL,61.369,50.606
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,940749,85,243.500,1669.224,1,0,1,0,NULL,NULL,57.557,52.315
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4112552,86,244.300,1664.564,1,0,1,0,NULL,NULL,61.258,56.396
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,543528,87,245.400,1614.678,1,2,1,2,NULL,NULL,63.592,52.644
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5666532,88,246.800,1664.317,1,0,1,0,NULL,NULL,61.362,54.493
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3647940,88,246.800,1641.892,2,0,2,0,NULL,NULL,63.998,45.205
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2584238,90,252.000,1620.320,2,1,2,1,NULL,NULL,53.216,56.462
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1891104,91,261.400,1631.316,1,2,1,2,NULL,NULL,60.088,57.404
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,6427175,92,263.500,1624.292,1,3,1,3,NULL,NULL,48.613,44.650
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,933034,93,263.900,1670.721,1,1,1,1,NULL,NULL,55.058,51.369
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,445278,94,274.400,1629.682,0,3,0,3,NULL,NULL,65.967,58.161
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4190039,95,274.800,1639.030,1,2,1,2,NULL,NULL,63.864,56.560
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5888745,96,276.700,1634.749,1,2,1,2,NULL,NULL,69.712,57.313
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,933836,97,279.500,1680.450,0,1,0,1,NULL,NULL,69.062,64.495
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4114143,98,280.300,1600.342,2,3,2,3,NULL,NULL,53.753,51.451
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2513330,99,294.500,1640.485,1,2,1,2,NULL,NULL,71.712,61.928
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5746845,100,299.900,1615.015,3,2,3,2,NULL,NULL,64.152,51.221
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2963731,101,301.100,1720.289,1,0,1,0,NULL,NULL,59.214,56.339
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1670265,102,301.300,1617.858,2,3,2,3,NULL,NULL,60.226,57.137
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3625575,103,301.500,1745.171,0,0,0,0,NULL,NULL,56.781,59.612
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,727031,104,302.300,1636.304,1,3,1,3,NULL,NULL,66.122,54.778
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,6427375,105,304.000,1721.073,0,1,0,1,NULL,NULL,59.542,56.307
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4771092,106,304.400,1680.047,1,1,1,1,NULL,NULL,66.601,61.428
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5957272,107,306.100,1744.149,0,0,0,0,NULL,NULL,64.708,56.533
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,491951,108,309.500,1704.626,1,1,1,1,NULL,NULL,61.681,50.931
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2971485,109,311.000,1646.376,1,3,1,3,NULL,NULL,62.810,56.004
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5886962,110,311.800,1682.070,2,1,2,1,NULL,NULL,57.931,52.245
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4100741,111,314.900,1687.647,0,3,0,3,NULL,NULL,53.863,52.735
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1772411,112,316.200,1674.544,1,2,1,2,NULL,NULL,62.168,58.151
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2274117,113,321.600,1696.873,1,2,1,2,NULL,NULL,55.262,51.650
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2224886,114,322.100,1672.124,1,3,1,3,NULL,NULL,53.946,50.330
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4706121,115,323.200,1718.917,1,1,1,1,NULL,NULL,57.495,53.519
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3512009,116,325.100,1683.996,1,2,1,2,NULL,NULL,61.181,59.998
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,915427,117,326.800,1713.287,0,2,0,2,NULL,NULL,53.435,60.896
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3739707,118,331.600,1719.520,1,1,1,1,NULL,NULL,63.125,59.463
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4357256,118,331.600,1663.188,3,2,3,2,NULL,NULL,53.513,45.627
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4461078,120,332.100,1749.239,0,1,0,1,NULL,NULL,56.802,58.091
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3552409,121,333.300,1681.248,3,1,3,1,NULL,NULL,55.714,47.368
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4726761,122,334.200,1754.090,0,1,0,1,NULL,NULL,56.963,56.307
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5894832,123,343.300,1739.369,0,2,0,2,NULL,NULL,58.830,52.390
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,724043,124,345.800,1735.885,1,1,1,1,NULL,NULL,62.246,49.781
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2127601,125,350.200,1694.578,1,3,1,3,NULL,NULL,53.187,55.713
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2562260,126,357.000,1700.469,2,2,2,2,NULL,NULL,54.963,52.027
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5663722,127,359.600,1723.797,0,3,0,3,NULL,NULL,59.625,54.705
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3742753,128,366.400,1767.752,0,1,0,1,NULL,NULL,68.688,59.142
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,6427376,129,368.700,1750.532,2,1,2,1,NULL,NULL,53.186,43.105
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1272967,130,382.000,1763.318,2,0,2,0,NULL,NULL,68.709,52.799
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4080652,131,389.400,1740.450,0,3,0,3,NULL,NULL,60.338,59.494
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3740956,132,390.000,1612.560,4,3,4,3,NULL,NULL,88.377,56.403
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2584239,133,396.200,1755.047,1,2,1,2,NULL,NULL,62.619,57.837
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4765952,134,397.000,1813.646,0,1,0,1,NULL,NULL,57.008,53.807
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,743052,135,400.000,1683.529,2,4,2,4,NULL,NULL,54.964,49.465
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4111705,136,403.700,1745.158,2,1,2,1,NULL,NULL,68.402,61.118
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,711828,137,404.600,1729.969,2,1,2,1,NULL,NULL,65.022,58.777
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,717086,138,408.400,1742.918,1,3,1,3,NULL,NULL,60.152,49.015
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,682423,139,412.600,1724.906,3,2,3,2,NULL,NULL,64.449,51.776
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1385516,140,413.200,1758.530,0,3,0,3,NULL,NULL,69.281,60.567
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,696681,141,415.700,1666.553,5,2,5,2,NULL,NULL,64.681,56.244
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5747360,142,425.600,1747.578,1,3,1,3,NULL,NULL,70.683,56.491
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5890450,143,428.000,1772.862,0,3,0,3,NULL,NULL,63.369,64.325
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2569164,144,428.300,1785.613,1,2,1,2,NULL,NULL,63.214,53.244
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,414946,145,433.600,1727.021,2,3,2,3,NULL,NULL,59.306,66.551
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4089085,146,433.700,1839.611,0,1,0,1,NULL,NULL,64.677,59.057
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1897237,147,451.500,1776.906,3,1,3,1,NULL,NULL,66.467,57.402
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4076122,148,457.300,1727.208,4,3,4,3,NULL,NULL,50.786,47.641
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2175563,149,461.300,1842.107,0,2,0,2,NULL,NULL,61.648,55.304
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,1357034,150,469.700,1800.419,2,2,2,2,NULL,NULL,54.932,51.903
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,3504107,151,479.500,1794.106,2,2,2,2,NULL,NULL,70.271,58.932
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2127359,152,494.900,1775.782,4,1,4,1,NULL,NULL,77.709,54.299
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2564467,153,502.600,1737.816,3,4,3,4,NULL,NULL,72.229,64.324
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2122899,154,538.900,1906.312,1,2,1,2,NULL,NULL,56.306,47.055
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4694290,155,541.000,1816.642,2,3,2,3,NULL,NULL,68.840,59.249
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5917342,156,569.200,1844.622,3,2,3,2,NULL,NULL,64.903,52.560
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2582845,157,580.200,1930.718,3,1,3,1,NULL,NULL,59.071,60.116
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4440776,158,613.400,1910.054,1,3,1,3,NULL,NULL,74.799,65.900
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,2276547,159,618.800,1884.759,3,2,3,2,NULL,NULL,69.531,62.023
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4657636,160,619.100,1983.694,1,1,1,1,NULL,NULL,72.868,64.880
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,4725854,161,667.100,2010.453,2,0,2,0,NULL,NULL,81.859,74.479
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,5745966,162,679.300,1896.636,2,4,2,4,NULL,NULL,71.007,74.838
72349,NM Skiskyting sprint 2024 Herrer,2024-04-05,Sprint,M Senior,2023,653533,163,805.300,1999.219,5,3,5,3,NULL,NULL,72.200,66.967
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,2269734,1,0.000,2178.717,0,1,0,0,0,1,95.764,88.571
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,2120302,2,10.400,2183.407,1,0,1,0,0,0,99.811,87.020
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,1778366,3,13.700,2179.240,0,1,0,0,1,0,103.741,89.254
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,415168,4,15.100,2164.173,1,1,0,1,0,1,93.720,94.956
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,694490,5,35.300,2174.014,1,2,0,1,1,1,99.123,75.652
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,674458,6,35.400,2183.411,1,1,0,1,0,1,98.080,89.952
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,1948946,7,44.100,2211.263,1,0,0,1,0,0,104.262,86.981
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,5582240,8,44.200,2158.213,1,3,1,0,0,3,97.639,84.270
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,356854,9,56.000,2206.255,1,1,1,0,1,0,93.329,92.390
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,674464,10,61.700,2188.606,1,2,0,1,1,1,90.637,94.573
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,679924,11,65.000,2151.641,2,3,1,1,0,3,97.021,88.517
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,674457,12,72.500,2121.456,3,4,1,2,2,2,97.512,84.017
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,2118153,13,82.400,2188.235,2,2,1,1,0,2,96.018,87.576
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,3849463,14,92.800,2205.906,2,2,1,1,0,2,94.783,82.907
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,3624692,15,107.000,2265.507,2,0,2,0,0,0,98.139,80.842
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,674472,16,111.700,2210.845,1,3,0,1,2,1,97.836,91.634
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,694606,17,115.400,2299.289,0,0,0,0,0,0,97.389,97.380
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,3750283,18,118.100,2198.741,1,3,0,1,2,1,108.722,106.017
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,409580,19,118.200,2174.197,0,6,0,0,3,3,89.160,94.593
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,674453,20,138.300,2206.101,3,2,2,1,2,0,104.026,93.406
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,2223534,21,140.800,2273.083,1,0,0,1,0,0,110.331,109.625
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,4188653,22,156.300,2239.449,2,3,1,1,1,2,88.327,91.016
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,6197031,23,185.200,2261.544,1,4,1,0,2,2,90.744,90.200
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,1562650,24,192.900,2329.098,0,1,0,0,0,1,110.136,112.064
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,3687444,25,223.900,2237.942,2,4,2,0,2,2,121.958,106.382
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,677695,26,231.600,2215.508,2,6,2,0,4,2,95.002,104.807
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,3033293,27,241.500,2320.461,1,3,1,0,1,2,109.626,97.875
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,382023,28,253.100,2357.746,1,3,0,1,2,1,93.131,86.951
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,6565741,29,261.400,2272.914,4,2,3,1,0,2,119.544,102.702
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,1625378,30,262.500,2291.777,2,5,2,0,2,3,98.887,90.621
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,6239573,31,266.900,2286.583,2,3,0,2,1,2,125.123,108.512
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,5865444,32,267.400,2330.871,0,3,0,0,1,2,120.825,121.163
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,408700,33,272.900,2271.107,3,4,2,1,2,2,111.205,106.943
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,6427689,34,325.200,2377.514,3,1,2,1,0,1,114.899,109.220
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,4319626,35,344.600,2321.125,2,6,1,1,3,3,108.055,87.514
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,6565763,36,376.400,2379.326,5,3,2,3,1,2,94.122,88.623
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,445278,37,390.600,2403.072,2,3,1,1,2,1,126.995,111.699
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,4105154,38,392.600,2395.622,3,3,2,1,1,2,110.205,109.322
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,4703037,39,440.400,2375.295,3,5,2,1,1,4,124.625,112.660
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,1362542,40,454.600,2471.424,3,3,1,2,2,1,100.137,102.378
72380,NM Skiskyting Fellesstart 2024 Herrer,2024-04-06,Fellesstart,M Senior,2023,4190039,41,479.400,2436.235,3,4,2,1,3,1,122.142,117.136
